8.000000	8.000000	0.100000	0.000000	0.000000	0.100000	1	10001
8.000000	24.000000	0.100000	0.000000	0.000000	0.100000	1	20001
8.000000	40.000000	0.100000	0.000000	0.000000	0.100000	1	30001
8.000000	56.000000	0.100000	0.000000	0.000000	0.100000	1	40001
8.000000	72.000000	0.100000	0.000000	0.000000	0.100000	1	50001
8.000000	88.000000	0.100000	0.000000	0.000000	0.100000	1	60001
8.000000	104.000000	0.100000	0.000000	0.000000	0.100000	1	70001
8.000000	120.000000	0.100000	0.000000	0.000000	0.100000	1	80001
8.000000	136.000000	0.100000	0.000000	0.000000	0.100000	1	90001
8.000000	152.000000	0.100000	0.000000	0.000000	0.100000	1	100001
8.000000	168.000000	0.100000	0.000000	0.000000	0.100000	1	110001
8.000000	184.000000	0.100000	0.000000	0.000000	0.100000	1	120001
24.000000	8.000000	0.100000	0.000000	0.000000	0.100000	1	130001
24.000000	24.000000	0.100000	0.000000	0.000000	0.100000	1	140001
24.000000	40.000000	0.100000	0.000000	0.000000	0.100000	1	150001
24.000000	56.000000	0.100000	0.000000	0.000000	0.100000	1	160001
24.000000	72.000000	0.100000	0.000000	0.000000	0.100000	1	170001
24.000000	88.000000	0.100000	0.000000	0.000000	0.100000	1	180001
24.000000	104.000000	0.100000	0.000000	0.000000	0.100000	1	190001
24.000000	120.000000	0.100000	0.000000	0.000000	0.100000	1	200001
24.000000	136.000000	0.100000	0.000000	0.000000	0.100000	1	210001
24.000000	152.000000	0.100000	0.000000	0.000000	0.100000	1	220001
24.000000	168.000000	0.100000	0.000000	0.000000	0.100000	1	230001
24.000000	184.000000	0.100000	0.000000	0.000000	0.100000	1	240001
40.000000	8.000000	0.100000	0.000000	0.000000	0.100000	1	250001
40.000000	24.000000	0.100000	0.000000	0.000000	0.100000	1	260001
40.000000	40.000000	0.100000	0.000000	0.000000	0.100000	1	270001
40.000000	56.000000	0.100000	0.000000	0.000000	0.100000	1	280001
40.000000	72.000000	0.100000	0.000000	0.000000	0.100000	1	290001
40.000000	88.000000	0.100000	0.000000	0.000000	0.100000	1	300001
40.000000	104.000000	0.100000	0.000000	0.000000	0.100000	1	310001
40.000000	120.000000	0.100000	0.000000	0.000000	0.100000	1	320001
40.000000	136.000000	0.100000	0.000000	0.000000	0.100000	1	330001
40.000000	152.000000	0.100000	0.000000	0.000000	0.100000	1	340001
40.000000	168.000000	0.100000	0.000000	0.000000	0.100000	1	350001
40.000000	184.000000	0.100000	0.000000	0.000000	0.100000	1	360001
56.000000	8.000000	0.100000	0.000000	0.000000	0.100000	1	370001
56.000000	24.000000	0.100000	0.000000	0.000000	0.100000	1	380001
56.000000	40.000000	0.100000	0.000000	0.000000	0.100000	1	390001
56.000000	56.000000	0.100000	0.000000	0.000000	0.100000	1	400001
56.000000	72.000000	0.100000	0.000000	0.000000	0.100000	1	410001
56.000000	88.000000	0.100000	0.000000	0.000000	0.100000	1	420001
56.000000	104.000000	0.100000	0.000000	0.000000	0.100000	1	430001
56.000000	120.000000	0.100000	0.000000	0.000000	0.100000	1	440001
56.000000	136.000000	0.100000	0.000000	0.000000	0.100000	1	450001
56.000000	152.000000	0.100000	0.000000	0.000000	0.100000	1	460001
56.000000	168.000000	0.100000	0.000000	0.000000	0.100000	1	470001
56.000000	184.000000	0.100000	0.000000	0.000000	0.100000	1	480001
72.000000	8.000000	0.100000	0.000000	0.000000	0.100000	1	490001
72.000000	24.000000	0.100000	0.000000	0.000000	0.100000	1	500001
72.000000	40.000000	0.100000	0.000000	0.000000	0.100000	1	510001
72.000000	56.000000	0.100000	0.000000	0.000000	0.100000	1	520001
72.000000	72.000000	0.100000	0.000000	0.000000	0.100000	1	530001
72.000000	88.000000	0.100000	0.000000	0.000000	0.100000	1	540001
72.000000	104.000000	0.100000	0.000000	0.000000	0.100000	1	550001
72.000000	120.000000	0.100000	0.000000	0.000000	0.100000	1	560001
72.000000	136.000000	0.100000	0.000000	0.000000	0.100000	1	570001
72.000000	152.000000	0.100000	0.000000	0.000000	0.100000	1	580001
72.000000	168.000000	0.100000	0.000000	0.000000	0.100000	1	590001
72.000000	184.000000	0.100000	0.000000	0.000000	0.100000	1	600001
88.000000	8.000000	0.100000	0.000000	0.000000	0.100000	1	610001
88.000000	24.000000	0.100000	0.000000	0.000000	0.100000	1	620001
88.000000	40.000000	0.100000	0.000000	0.000000	0.100000	1	630001
88.000000	56.000000	0.100000	0.000000	0.000000	0.100000	1	640001
88.000000	72.000000	0.100000	0.000000	0.000000	0.100000	1	650001
88.000000	88.000000	0.100000	0.000000	0.000000	0.100000	1	660001
88.000000	104.000000	0.100000	0.000000	0.000000	0.100000	1	670001
88.000000	120.000000	0.100000	0.000000	0.000000	0.100000	1	680001
88.000000	136.000000	0.100000	0.000000	0.000000	0.100000	1	690001
88.000000	152.000000	0.100000	0.000000	0.000000	0.100000	1	700001
88.000000	168.000000	0.100000	0.000000	0.000000	0.100000	1	710001
88.000000	184.000000	0.100000	0.000000	0.000000	0.100000	1	720001
104.000000	8.000000	0.100000	0.000000	0.000000	0.100000	1	730001
104.000000	24.000000	0.100000	0.000000	0.000000	0.100000	1	740001
104.000000	40.000000	0.100000	0.000000	0.000000	0.100000	1	750001
104.000000	56.000000	0.100000	0.000000	0.000000	0.100000	1	760001
104.000000	72.000000	0.100000	0.000000	0.000000	0.100000	1	770001
104.000000	88.000000	0.100000	0.000000	0.000000	0.100000	1	780001
104.000000	104.000000	0.100000	0.000000	0.000000	0.100000	1	790001
104.000000	120.000000	0.100000	0.000000	0.000000	0.100000	1	800001
104.000000	136.000000	0.100000	0.000000	0.000000	0.100000	1	810001
104.000000	152.000000	0.100000	0.000000	0.000000	0.100000	1	820001
104.000000	168.000000	0.100000	0.000000	0.000000	0.100000	1	830001
